Entity,Year,"Share of fish stocks within biologically sustainable levels (FAO, 2020)",Share of fish stocks that are overexploited,Code,Capture fisheries production (metric tons),"Fish, Seafood- Food supply quantity (kg/capita/yr) (FAO, 2020)",Industrial (large-scale commercial),Commodity Balances - Livestock and Fish Primary Equivalent - Freshwater Fish - 2761 - Production - 5510 - tonnes
Malaysia,1962,,,MYS,179877.0,21.53,33658918.0,3888.0
Maldives,1962,,,MDV,12000.0,17.02,33658918.0,
Mali,1962,,,MLI,90000.0,10.86,33658918.0,90000.0
Malta,1962,,,MLT,1322.0,10.26,33658918.0,0.0
Marshall Islands,1962,,,MHL,0.0,,33658918.0,
Mauritania,1962,,,MRT,23000.0,11.18,33658918.0,10000.0
Mauritius,1962,,,MUS,2800.0,12.18,33658918.0,0.0
Mexico,1962,,,MEX,220180.0,2.33,33658918.0,4000.0
Micronesia (country),1962,,,FSM,500.0,,33658918.0,
Middle East & North Africa,1962,,,,512290.0,,33658918.0,
Middle East & North Africa (IDA & IBRD),1962,,,,384268.0,,33658918.0,
Middle East & North Africa (excluding high income),1962,,,,384268.0,,33658918.0,
Middle income,1962,,,,16941087.0,,33658918.0,
Mongolia,1962,,,MNG,250.0,0.25,33658918.0,250.0
Morocco,1962,,,MAR,171949.0,1.44,33658918.0,1500.0
Mozambique,1962,,,MOZ,12800.0,3.95,33658918.0,1500.0
Myanmar,1962,,,MMR,360000.0,14.69,33658918.0,103140.0
Namibia,1962,,,NAM,0.0,11.37,33658918.0,0.0
Nauru,1962,,,NRU,0.0,,33658918.0,
Nepal,1962,,,NPL,1500.0,0.15,33658918.0,1500.0
Netherlands,1962,,,NLD,226328.0,10.12,33658918.0,10600.0
New Caledonia,1962,,,NCL,800.0,9.64,33658918.0,
New Zealand,1962,,,NZL,47250.0,20.07,33658918.0,100.0
Nicaragua,1962,,,NIC,4000.0,1.79,33658918.0,600.0
Niger,1962,,,NER,6000.0,0.47,33658918.0,6000.0
Nigeria,1962,,,NGA,62869.0,3.2,33658918.0,30030.0
North America,1962,,,,4283677.0,,33658918.0,
North Korea,1962,,,PRK,347000.0,29.31,33658918.0,24000.0
Northern Mariana Islands,1962,,,MNP,150.0,,33658918.0,
Norway,1962,,,NOR,1572913.0,39.86,33658918.0,2300.0
OECD members,1962,,,,20685244.0,,33658918.0,
Oman,1962,,,OMN,60000.0,,33658918.0,
Other small states,1962,,,,888157.0,,33658918.0,
Pacific island small states,1962,,,,17500.0,,33658918.0,
Pakistan,1962,,,PAK,80367.0,0.97,33658918.0,24500.0
Palau,1962,,,PLW,600.0,,33658918.0,
Palestine,1962,,,PSE,,,33658918.0,
Panama,1962,,,PAN,15300.0,7.85,33658918.0,0.0
Papua New Guinea,1962,,,PNG,13100.0,,33658918.0,
Paraguay,1962,,,PRY,600.0,0.3,33658918.0,600.0
Peru,1962,,,PER,6887601.0,12.97,33658918.0,2000.0
Philippines,1962,,,PHL,468347.0,21.1,33658918.0,103250.0
Poland,1962,,,POL,173016.0,6.24,33658918.0,21000.0
Portugal,1962,,,PRT,533968.0,55.07,33658918.0,300.0
Post-demographic dividend,1962,,,,18774363.0,,33658918.0,
Pre-demographic dividend,1962,,,,1142486.0,,33658918.0,
Puerto Rico,1962,,,PRI,3300.0,,33658918.0,
Qatar,1962,,,QAT,1000.0,,33658918.0,
Romania,1962,,,ROU,19700.0,2.39,33658918.0,25500.0
Russia,1962,,,RUS,,,33658918.0,
Rwanda,1962,,,RWA,500.0,0.16,33658918.0,500.0
Saint Kitts and Nevis,1962,,,KNA,600.0,11.76,33658918.0,0.0
Saint Lucia,1962,,,LCA,600.0,19.3,33658918.0,0.0
Saint Vincent and the Grenadines,1962,,,VCT,400.0,19.42,33658918.0,0.0
Samoa,1962,,,WSM,600.0,31.9,33658918.0,0.0
Sao Tome and Principe,1962,,,STP,600.0,9.38,33658918.0,
Saudi Arabia,1962,,,SAU,18300.0,4.28,33658918.0,0.0
Senegal,1962,,,SEN,85900.0,19.15,33658918.0,30000.0
Seychelles,1962,,,SYC,2000.0,,33658918.0,
Sierra Leone,1962,,,SLE,26000.0,14.17,33658918.0,500.0
Singapore,1962,,,SGP,11500.0,,33658918.0,
Small states,1962,,,,944220.0,,33658918.0,
Solomon Islands,1962,,,SLB,5000.0,40.0,33658918.0,0.0
Somalia,1962,,,SOM,4500.0,,33658918.0,
South Africa,1962,,,ZAF,1092247.0,5.46,33658918.0,100.0
South Asia,1962,,,,1536046.0,,33658918.0,
South Asia (IDA & IBRD),1962,,,,1536046.0,,33658918.0,
South Korea,1962,,,KOR,445551.0,13.68,33658918.0,3100.0
Spain,1962,,,ESP,993604.0,25.76,33658918.0,10600.0
Sri Lanka,1962,,,LKA,73471.0,15.28,33658918.0,4600.0
Sub-Saharan Africa,1962,,,,2296433.0,,33658918.0,
Sub-Saharan Africa (IDA & IBRD),1962,,,,2296433.0,,33658918.0,
Sub-Saharan Africa (excluding high income),1962,,,,2294433.0,,33658918.0,
Sudan,1962,,,SDN,19500.0,,33658918.0,
Suriname,1962,,,SUR,5350.0,25.06,33658918.0,400.0
Sweden,1962,,,SWE,293900.0,26.58,33658918.0,6028.0
Switzerland,1962,,,CHE,2800.0,8.07,33658918.0,2800.0
Syria,1962,,,SYR,1600.0,,33658918.0,
Tanzania,1962,,,TZA,73300.0,6.33,33658918.0,54000.0
Thailand,1962,,,THA,309267.0,10.1,33658918.0,66300.0
Timor,1962,,,TLS,,0.0,33658918.0,0.0
Togo,1962,,,TGO,4300.0,3.44,33658918.0,2000.0
Tonga,1962,,,TON,400.0,,33658918.0,
Trinidad and Tobago,1962,,,TTO,2400.0,15.1,33658918.0,0.0
Tunisia,1962,,,TUN,20804.0,3.81,33658918.0,100.0
Turkey,1962,,,TUR,60100.0,1.76,33658918.0,8200.0
Turks and Caicos Islands,1962,,,TCA,1360.0,,33658918.0,
Tuvalu,1962,,,TUV,0.0,,33658918.0,
Uganda,1962,,,UGA,64500.0,8.49,33658918.0,64500.0
United Arab Emirates,1962,,,ARE,35000.0,18.61,33658918.0,0.0
United Kingdom,1962,,,GBR,1008287.0,20.78,33658918.0,3635.0
United States,1962,,,USA,2995674.0,13.37,33658918.0,253478.0
United States Virgin Islands,1962,,,VIR,500.0,,33658918.0,
Upper middle income,1962,,,,12019663.0,,33658918.0,
Uruguay,1962,,,URY,15813.0,3.38,33658918.0,0.0
Uzbekistan,1962,,,UZB,,,33658918.0,
Vanuatu,1962,,,VUT,1400.0,29.41,33658918.0,0.0
Venezuela,1962,,,VEN,94916.0,10.48,33658918.0,7600.0
Vietnam,1962,,,VNM,501940.0,15.56,33658918.0,121300.0
World,1962,,,OWID_WRL,42035679.0,9.22,33658918.0,4882586.0
Yemen,1962,,,YEM,22000.0,2.23,33658918.0,
Zambia,1962,,,ZMB,22200.0,9.56,33658918.0,22200.0
Zimbabwe,1962,,,ZWE,1300.0,1.55,33658918.0,1300.0
Africa,1962,,,,,4.63,33658918.0,570990.0
Americas,1962,,,,,9.36,33658918.0,515689.0
Asia,1962,,,,,7.9,33658918.0,2641979.0
Australia & New Zealand,1962,,,,,13.27,33658918.0,700.0
Belgium-Luxembourg,1962,,,,,17.91,33658918.0,0.0
Caribbean,1962,,,,,9.25,33658918.0,400.0
Central America,1962,,,,,2.2,33658918.0,6200.0
Czechoslovakia,1962,,,OWID_CZS,,6.92,33658918.0,10415.0
Eastern Africa,1962,,,,,3.51,33658918.0,204060.0
Eastern Asia,1962,,,,,10.84,33658918.0,966418.0
Eastern Europe,1962,,,,,12.57,33658918.0,1001865.0
Eswatini,1962,,,SWZ,,0.0,33658918.0,0.0
Ethiopia PDR,1962,,,,,0.12,33658918.0,0.0
Europe,1962,,,,,14.42,33658918.0,1153228.0
"Europe, Western",1962,,,,,12.68,33658918.0,44920.0
Land Locked Developing Countries,1962,,,,,3.11,33658918.0,272950.0
Least Developed Countries,1962,,,,,6.12,33658918.0,1018603.0
Low Income Food Deficit Countries,1962,,,,,3.33,33658918.0,1310453.0
Melanesia,1962,,,OWID_MNS,,19.63,33658918.0,0.0
Micronesia (region),1962,,,,,45.71,33658918.0,0.0
Middle Africa,1962,,,,,9.31,33658918.0,87800.0
Net Food Importing Developing Countries,1962,,,,,5.82,33658918.0,1133113.0
Netherlands Antilles,1962,,,ANT,,20.41,33658918.0,
Northern Africa,1962,,,,,2.87,33658918.0,73600.0
Northern America,1962,,,,,13.57,33658918.0,402188.0
Northern Europe,1962,,,,,21.57,33658918.0,59263.0
Oceania,1962,,,,,14.03,33658918.0,700.0
Polynesia,1962,,,OWID_PYA,,38.5,33658918.0,0.0
Small island developing States,1962,,,,,10.06,33658918.0,800.0
South America,1962,,,,,6.21,33658918.0,106901.0
South Eastern Asia,1962,,,,,13.05,33658918.0,835478.0
Southern Africa,1962,,,,,5.19,33658918.0,600.0
Southern Asia,1962,,,,,2.58,33658918.0,812563.0
Southern Europe,1962,,,,,16.79,33658918.0,47180.0
Sudan (former),1962,,,,,1.32,33658918.0,17000.0
Taiwan,1962,,,TWN,,28.66,33658918.0,37764.0
USSR,1962,,,OWID_USS,,15.5,33658918.0,922750.0
Western Africa,1962,,,,,6.01,33658918.0,204930.0
Western Asia,1962,,,,,2.91,33658918.0,27520.0
Yugoslavia,1962,,,OWID_YGS,,0.97,33658918.0,12090.0
Afghanistan,1963,,,AFG,300.0,0.03,36093501.0,300.0
Africa Eastern and Southern,1963,,,,1848486.0,,36093501.0,
Africa Western and Central,1963,,,,582503.0,,36093501.0,
Albania,1963,,,ALB,3000.0,1.69,36093501.0,1000.0
Algeria,1963,,,DZA,16900.0,1.36,36093501.0,0.0
American Samoa,1963,,,ASM,0.0,,36093501.0,
Angola,1963,,,AGO,245300.0,8.84,36093501.0,5500.0
Antigua and Barbuda,1963,,,ATG,800.0,35.96,36093501.0,
Arab World,1963,,,,541412.0,,36093501.0,
Argentina,1963,,,ARG,130571.0,5.13,36093501.0,11902.0
Aruba,1963,,,ABW,300.0,,36093501.0,
Australia,1963,,,AUS,67819.0,8.84,36093501.0,600.0
Austria,1963,,,AUT,4000.0,7.18,36093501.0,4400.0
Bahamas,1963,,,BHS,1700.0,12.88,36093501.0,0.0
Bahrain,1963,,,BHR,1800.0,,36093501.0,
Bangladesh,1963,,,BGD,447448.0,8.78,36093501.0,438423.0
Barbados,1963,,,BRB,2813.0,23.3,36093501.0,0.0
Belgium,1963,,,BEL,62000.0,,36093501.0,
Belize,1963,,,BLZ,900.0,7.75,36093501.0,0.0
Benin,1963,,,BEN,25000.0,9.75,36093501.0,22000.0
Bermuda,1963,,,BMU,400.0,30.87,36093501.0,
Bhutan,1963,,,BTN,150.0,,36093501.0,
Bolivia,1963,,,BOL,1400.0,1.28,36093501.0,1400.0
Botswana,1963,,,BWA,500.0,0.89,36093501.0,500.0
Brazil,1963,,,BRA,335994.0,5.26,36093501.0,65500.0
British Virgin Islands,1963,,,VGB,400.0,,36093501.0,
Brunei,1963,,,BRN,1000.0,22.34,36093501.0,0.0
Bulgaria,1963,,,BGR,6700.0,4.09,36093501.0,1000.0
Burkina Faso,1963,,,BFA,3000.0,1.83,36093501.0,3000.0
Burundi,1963,,,BDI,10600.0,,36093501.0,
Cambodia,1963,,,KHM,40000.0,5.34,36093501.0,33200.0
Cameroon,1963,,,CMR,59400.0,10.39,36093501.0,30000.0
Canada,1963,,,CAN,1398267.0,15.6,36093501.0,122515.0
Cape Verde,1963,,,CPV,2000.0,5.15,36093501.0,
Caribbean Small States,1963,,,,36463.0,,36093501.0,
Cayman Islands,1963,,,CYM,0.0,,36093501.0,
Central African Republic,1963,,,CAF,2500.0,1.95,36093501.0,2500.0
Central Europe and the Baltics,1963,,,,254087.0,,36093501.0,
Chad,1963,,,TCD,45000.0,1.95,36093501.0,45000.0
Channel Islands,1963,,,OWID_CIS,1000.0,,36093501.0,
Chile,1963,,,CHL,775331.0,14.35,36093501.0,0.0
China,1963,,,CHN,2491069.0,4.31,36093501.0,700000.0
Colombia,1963,,,COL,47700.0,2.66,36093501.0,22500.0
Comoros,1963,,,COM,917.0,,36093501.0,
Congo,1963,,,COG,12500.0,24.32,36093501.0,4000.0
Costa Rica,1963,,,CRI,2400.0,2.36,36093501.0,0.0
Cote d'Ivoire,1963,,,CIV,45600.0,14.01,36093501.0,2000.0
Cuba,1963,,,CUB,35612.0,10.1,36093501.0,0.0
Cyprus,1963,,,CYP,600.0,7.53,36093501.0,0.0
Democratic Republic of Congo,1963,,,COD,69500.0,,36093501.0,
Denmark,1963,,,DNK,840080.0,18.08,36093501.0,14000.0
Djibouti,1963,,,DJI,1000.0,3.96,36093501.0,
Dominica,1963,,,DMA,600.0,25.4,36093501.0,0.0
Dominican Republic,1963,,,DOM,3200.0,9.33,36093501.0,500.0
Early-demographic dividend,1963,,,,12368883.0,,36093501.0,
East Asia & Pacific,1963,,,,13163580.0,,36093501.0,
East Asia & Pacific (IDA & IBRD),1963,,,,5493725.0,,36093501.0,
East Asia & Pacific (excluding high income),1963,,,,5857925.0,,36093501.0,
Ecuador,1963,,,ECU,49700.0,7.87,36093501.0,0.0
Egypt,1963,,,EGY,109000.0,3.93,36093501.0,60400.0
El Salvador,1963,,,SLV,8400.0,1.71,36093501.0,1000.0
Equatorial Guinea,1963,,,GNQ,1000.0,,36093501.0,
Ethiopia,1963,,,ETH,9600.0,,36093501.0,
Euro area,1963,,,,3821693.125,,36093501.0,
Europe & Central Asia,1963,,,,8980319.125,,36093501.0,
Europe & Central Asia (IDA & IBRD),1963,,,,380537.0,,36093501.0,
Europe & Central Asia (excluding high income),1963,,,,162600.0,,36093501.0,
European Union,1963,,,,5257660.125,15.32,36093501.0,211103.0
Faeroe Islands,1963,,,FRO,140038.0,,36093501.0,
Fiji,1963,,,FJI,3200.0,17.2,36093501.0,0.0
Finland,1963,,,FIN,80500.0,21.47,36093501.0,29900.0
Fragile and conflict affected situations,1963,,,,941527.0,,36093501.0,
France,1963,,,FRA,689299.0,19.35,36093501.0,7400.0
French Polynesia,1963,,,PYF,2500.0,37.93,36093501.0,0.0
Gabon,1963,,,GAB,7000.0,24.89,36093501.0,1300.0
Gambia,1963,,,GMB,5300.0,14.14,36093501.0,1800.0
Germany,1963,,,DEU,824900.0,10.46,36093501.0,22880.0
Ghana,1963,,,GHA,59800.0,17.27,36093501.0,3000.0
Gibraltar,1963,,,GIB,1.0,,36093501.0,
Greece,1963,,,GRC,80100.0,16.87,36093501.0,9450.0
Greenland,1963,,,GRL,45569.0,,36093501.0,
Grenada,1963,,,GRD,700.0,25.81,36093501.0,0.0
Guam,1963,,,GUM,100.0,,36093501.0,
Guatemala,1963,,,GTM,2500.0,0.44,36093501.0,300.0
Guinea,1963,,,GIN,4000.0,1.07,36093501.0,600.0
Guinea-Bissau,1963,,,GNB,600.0,1.85,36093501.0,0.0
Guyana,1963,,,GUY,9200.0,23.78,36093501.0,0.0
Haiti,1963,,,HTI,3100.0,1.22,36093501.0,100.0
Heavily indebted poor countries (HIPC),1963,,,,907667.0,,36093501.0,
High income,1963,,,,21203029.125,,36093501.0,
Honduras,1963,,,HND,2550.0,1.06,36093501.0,0.0
Hong Kong,1963,,,HKG,60300.0,31.99,36093501.0,500.0
Hungary,1963,,,HUN,6850.0,2.59,36093501.0,22000.0
IBRD only,1963,,,,16886118.0,,36093501.0,
IDA & IBRD total,1963,,,,18907193.0,,36093501.0,
IDA blend,1963,,,,271926.0,,36093501.0,
IDA only,1963,,,,1749149.0,,36093501.0,
IDA total,1963,,,,2021075.0,,36093501.0,
Iceland,1963,,,ISL,797883.0,61.9,36093501.0,500.0
India,1963,,,IND,985873.0,2.07,36093501.0,398500.0
Indonesia,1963,,,IDN,850976.0,9.68,36093501.0,367500.0
Iran,1963,,,IRN,18015.0,0.54,36093501.0,3700.0
Iraq,1963,,,IRQ,11300.0,1.48,36093501.0,9800.0
Ireland,1963,,,IRL,26500.0,8.12,36093501.0,1400.0
Isle of Man,1963,,,IMN,4000.0,,36093501.0,
Israel,1963,,,ISR,7000.0,18.28,36093501.0,12194.0
Italy,1963,,,ITA,226952.0,11.37,36093501.0,14700.0
Jamaica,1963,,,JAM,10000.0,38.51,36093501.0,0.0
Japan,1963,,,JPN,6350329.0,51.82,36093501.0,235685.0
Jordan,1963,,,JOR,200.0,1.88,36093501.0,0.0
Kenya,1963,,,KEN,20100.0,2.49,36093501.0,15980.0
Kiribati,1963,,,KIR,6000.0,45.83,36093501.0,0.0
Kuwait,1963,,,KWT,3500.0,6.58,36093501.0,100.0
Kyrgyzstan,1963,,,KGZ,,,36093501.0,
Laos,1963,,,LAO,14984.0,7.11,36093501.0,15000.0
Late-demographic dividend,1963,,,,6699273.0,,36093501.0,
Latin America & Caribbean,1963,,,,8646809.0,,36093501.0,
Latin America & Caribbean (IDA & IBRD),1963,,,,8600724.0,,36093501.0,
Latin America & Caribbean (excluding high income),1963,,,,7741698.0,,36093501.0,
Least developed countries: UN classification,1963,,,,1857099.0,,36093501.0,
Lebanon,1963,,,LBN,2200.0,4.18,36093501.0,0.0
Lesotho,1963,,,LSO,0.0,0.0,36093501.0,0.0
Liberia,1963,,,LBR,4000.0,7.14,36093501.0,2500.0
Libya,1963,,,LBY,1400.0,,36093501.0,
Low & middle income,1963,,,,18192430.0,,36093501.0,
Low income,1963,,,,841600.0,,36093501.0,
Lower middle income,1963,,,,5146064.0,,36093501.0,
Macao,1963,,,MAC,5500.0,8.47,36093501.0,
Madagascar,1963,,,MDG,37400.0,6.75,36093501.0,31900.0
Malawi,1963,,,MWI,21700.0,5.71,36093501.0,21700.0
Malaysia,1963,,,MYS,198200.0,23.33,36093501.0,4441.0
Maldives,1963,,,MDV,12000.0,16.67,36093501.0,
Mali,1963,,,MLI,90000.0,10.46,36093501.0,90000.0
Malta,1963,,,MLT,1634.0,10.97,36093501.0,0.0
Marshall Islands,1963,,,MHL,0.0,,36093501.0,
Mauritania,1963,,,MRT,23000.0,12.18,36093501.0,10000.0
Mauritius,1963,,,MUS,2800.0,10.81,36093501.0,0.0
Mexico,1963,,,MEX,245480.0,2.86,36093501.0,6000.0
Micronesia (country),1963,,,FSM,600.0,,36093501.0,
Middle East & North Africa,1963,,,,519744.0,,36093501.0,
Middle East & North Africa (IDA & IBRD),1963,,,,390210.0,,36093501.0,
Middle East & North Africa (excluding high income),1963,,,,390210.0,,36093501.0,
Middle income,1963,,,,17350830.0,,36093501.0,
Mongolia,1963,,,MNG,280.0,0.27,36093501.0,280.0
Morocco,1963,,,MAR,180535.0,2.05,36093501.0,1300.0
Mozambique,1963,,,MOZ,13500.0,3.82,36093501.0,1500.0
Myanmar,1963,,,MMR,360000.0,14.18,36093501.0,103180.0
Namibia,1963,,,NAM,0.0,9.09,36093501.0,0.0
Nauru,1963,,,NRU,100.0,,36093501.0,
Nepal,1963,,,NPL,1500.0,0.15,36093501.0,1500.0
Netherlands,1963,,,NLD,272601.0,13.1,36093501.0,10600.0
New Caledonia,1963,,,NCL,1200.0,13.95,36093501.0,
New Zealand,1963,,,NZL,48269.0,19.2,36093501.0,0.0
Nicaragua,1963,,,NIC,5000.0,2.25,36093501.0,900.0
Niger,1963,,,NER,9000.0,1.72,36093501.0,9000.0
Nigeria,1963,,,NGA,63703.0,4.27,36093501.0,30050.0
North America,1963,,,,4140317.0,,36093501.0,
North Korea,1963,,,PRK,364900.0,30.34,36093501.0,24000.0
Northern Mariana Islands,1963,,,MNP,150.0,,36093501.0,
Norway,1963,,,NOR,1590281.0,42.0,36093501.0,2400.0
OECD members,1963,,,,20892924.125,,36093501.0,
Oman,1963,,,OMN,60000.0,,36093501.0,
Other small states,1963,,,,839684.0,,36093501.0,
Pacific island small states,1963,,,,18000.0,,36093501.0,
Pakistan,1963,,,PAK,92123.0,1.24,36093501.0,26000.0
Palau,1963,,,PLW,600.0,,36093501.0,
Palestine,1963,,,PSE,,,36093501.0,
Panama,1963,,,PAN,14100.0,7.31,36093501.0,0.0
Papua New Guinea,1963,,,PNG,15200.0,,36093501.0,
Paraguay,1963,,,PRY,700.0,0.34,36093501.0,700.0
Peru,1963,,,PER,6825241.0,11.14,36093501.0,2000.0
Philippines,1963,,,PHL,529446.0,23.49,36093501.0,82554.0
Poland,1963,,,POL,217937.0,7.61,36093501.0,22100.0
Portugal,1963,,,PRT,559026.0,56.03,36093501.0,300.0
Post-demographic dividend,1963,,,,18768252.125,,36093501.0,
Pre-demographic dividend,1963,,,,1157420.0,,36093501.0,
Puerto Rico,1963,,,PRI,3300.0,,36093501.0,
Qatar,1963,,,QAT,1000.0,,36093501.0,
Romania,1963,,,ROU,22600.0,3.6,36093501.0,30100.0
Russia,1963,,,RUS,,,36093501.0,
Rwanda,1963,,,RWA,500.0,0.16,36093501.0,500.0
Saint Kitts and Nevis,1963,,,KNA,700.0,13.73,36093501.0,0.0
Saint Lucia,1963,,,LCA,600.0,19.09,36093501.0,0.0
Saint Vincent and the Grenadines,1963,,,VCT,500.0,16.77,36093501.0,0.0
Samoa,1963,,,WSM,600.0,30.83,36093501.0,0.0
Sao Tome and Principe,1963,,,STP,500.0,7.81,36093501.0,
Saudi Arabia,1963,,,SAU,19600.0,4.55,36093501.0,0.0
Senegal,1963,,,SEN,87500.0,18.31,36093501.0,20000.0
Seychelles,1963,,,SYC,2000.0,,36093501.0,
Sierra Leone,1963,,,SLE,28100.0,14.54,36093501.0,500.0
Singapore,1963,,,SGP,12500.0,,36093501.0,
Small states,1963,,,,894147.0,,36093501.0,
Solomon Islands,1963,,,SLB,5000.0,38.76,36093501.0,0.0
Somalia,1963,,,SOM,4500.0,,36093501.0,
South Africa,1963,,,ZAF,1199169.0,5.67,36093501.0,100.0
South Asia,1963,,,,1611008.0,,36093501.0,
South Asia (IDA & IBRD),1963,,,,1611008.0,,36093501.0,
South Korea,1963,,,KOR,451868.0,15.28,36093501.0,4400.0
Spain,1963,,,ESP,993581.125,27.5,36093501.0,11700.0
Sri Lanka,1963,,,LKA,71614.0,16.51,36093501.0,4400.0
Sub-Saharan Africa,1963,,,,2430989.0,,36093501.0,
Sub-Saharan Africa (IDA & IBRD),1963,,,,2430989.0,,36093501.0,
Sub-Saharan Africa (excluding high income),1963,,,,2428989.0,,36093501.0,
Sudan,1963,,,SDN,19900.0,,36093501.0,
Suriname,1963,,,SUR,5550.0,24.98,36093501.0,400.0
Sweden,1963,,,SWE,341800.0,25.15,36093501.0,6338.0
Switzerland,1963,,,CHE,3300.0,8.6,36093501.0,3300.0
Syria,1963,,,SYR,1600.0,,36093501.0,
Tanzania,1963,,,TZA,79000.0,6.76,36093501.0,65000.0
Thailand,1963,,,THA,391380.0,11.44,36093501.0,92005.0
Timor,1963,,,TLS,,0.0,36093501.0,0.0
Togo,1963,,,TGO,4500.0,6.22,36093501.0,2000.0
Tonga,1963,,,TON,400.0,,36093501.0,
Trinidad and Tobago,1963,,,TTO,2400.0,14.43,36093501.0,0.0
Tunisia,1963,,,TUN,26060.0,4.88,36093501.0,100.0
Turkey,1963,,,TUR,130300.0,4.12,36093501.0,7420.0
Turks and Caicos Islands,1963,,,TCA,1460.0,,36093501.0,
Tuvalu,1963,,,TUV,0.0,,36093501.0,
Uganda,1963,,,UGA,69600.0,9.2,36093501.0,69600.0
United Arab Emirates,1963,,,ARE,35000.0,18.97,36093501.0,0.0
United Kingdom,1963,,,GBR,1008921.0,20.14,36093501.0,2835.0
United States,1963,,,USA,2741650.0,13.04,36093501.0,246296.0
United States Virgin Islands,1963,,,VIR,500.0,,36093501.0,
Upper middle income,1963,,,,12204766.0,,36093501.0,
Uruguay,1963,,,URY,18100.0,3.76,36093501.0,0.0
Uzbekistan,1963,,,UZB,,,36093501.0,
Vanuatu,1963,,,VUT,1500.0,30.0,36093501.0,0.0
Venezuela,1963,,,VEN,97307.0,10.68,36093501.0,6700.0
Vietnam,1963,,,VNM,584190.0,17.46,36093501.0,134900.0
World,1963,,,OWID_WRL,42996371.1,9.51,36093501.0,4828554.0
Yemen,1963,,,YEM,22000.0,2.43,36093501.0,
Zambia,1963,,,ZMB,40100.0,13.69,36093501.0,40100.0
Zimbabwe,1963,,,ZWE,1300.0,1.45,36093501.0,1300.0
Africa,1963,,,,,4.96,36093501.0,612730.0
Americas,1963,,,,,9.29,36093501.0,488713.0
Asia,1963,,,,,8.11,36093501.0,2738379.0
Australia & New Zealand,1963,,,,,10.79,36093501.0,600.0
Belgium-Luxembourg,1963,,,,,18.1,36093501.0,0.0
Caribbean,1963,,,,,11.38,36093501.0,600.0
Central America,1963,,,,,2.61,36093501.0,8200.0
Czechoslovakia,1963,,,OWID_CZS,,8.03,36093501.0,10089.0
Eastern Africa,1963,,,,,3.85,36093501.0,247580.0
Eastern Asia,1963,,,,,10.93,36093501.0,1003262.0
Eastern Europe,1963,,,,,13.72,36093501.0,831739.0
Eswatini,1963,,,SWZ,,0.0,36093501.0,0.0
Ethiopia PDR,1963,,,,,0.08,36093501.0,0.0
Europe,1963,,,,,15.28,36093501.0,988132.0
"Europe, Western",1963,,,,,13.61,36093501.0,48580.0
Land Locked Developing Countries,1963,,,,,3.49,36093501.0,302380.0
Least Developed Countries,1963,,,,,6.16,36093501.0,1054403.0
Low Income Food Deficit Countries,1963,,,,,3.54,36093501.0,1389153.0
Melanesia,1963,,,OWID_MNS,,21.91,36093501.0,0.0
Micronesia (region),1963,,,,,45.83,36093501.0,0.0
Middle Africa,1963,,,,,8.91,36093501.0,88300.0
Net Food Importing Developing Countries,1963,,,,,5.95,36093501.0,1176863.0
Netherlands Antilles,1963,,,ANT,,25.73,36093501.0,
Northern Africa,1963,,,,,2.79,36093501.0,79800.0
Northern America,1963,,,,,13.28,36093501.0,368811.0
Northern Europe,1963,,,,,21.28,36093501.0,57373.0
Oceania,1963,,,,,11.77,36093501.0,600.0
Polynesia,1963,,,OWID_PYA,,33.82,36093501.0,0.0
Small island developing States,1963,,,,,11.81,36093501.0,1000.0
South America,1963,,,,,6.12,36093501.0,111102.0
South Eastern Asia,1963,,,,,13.67,36093501.0,832780.0
Southern Africa,1963,,,,,5.31,36093501.0,600.0
Southern Asia,1963,,,,,2.7,36093501.0,872823.0
Southern Europe,1963,,,,,17.55,36093501.0,50440.0
Sudan (former),1963,,,,,1.45,36093501.0,18000.0
Taiwan,1963,,,TWN,,29.19,36093501.0,38397.0
USSR,1963,,,OWID_USS,,16.6,36093501.0,746450.0
Western Africa,1963,,,,,6.86,36093501.0,196450.0
Western Asia,1963,,,,,4.23,36093501.0,29514.0
Yugoslavia,1963,,,OWID_YGS,,1.17,36093501.0,13290.0
Afghanistan,1964,,,AFG,300.0,0.03,41475194.0,300.0
Africa Eastern and Southern,1964,,,,2164132.0,,41475194.0,
Africa Western and Central,1964,,,,646740.0,,41475194.0,
Albania,1964,,,ALB,3000.0,1.65,41475194.0,1000.0
Algeria,1964,,,DZA,17300.0,1.52,41475194.0,0.0
American Samoa,1964,,,ASM,0.0,,41475194.0,
Angola,1964,,,AGO,362000.0,11.93,41475194.0,5500.0
Antigua and Barbuda,1964,,,ATG,700.0,36.02,41475194.0,
Arab World,1964,,,,593475.0,,41475194.0,
Argentina,1964,,,ARG,168604.0,6.83,41475194.0,14804.0
Aruba,1964,,,ABW,300.0,,41475194.0,
Australia,1964,,,AUS,68242.0,12.65,41475194.0,500.0
Austria,1964,,,AUT,4220.0,7.32,41475194.0,4700.0
Bahamas,1964,,,BHS,1900.0,10.02,41475194.0,0.0
Bahrain,1964,,,BHR,1800.0,,41475194.0,
Bangladesh,1964,,,BGD,496086.0,9.51,41475194.0,482383.0
Barbados,1964,,,BRB,2113.0,19.67,41475194.0,0.0
Belgium,1964,,,BEL,59500.0,,41475194.0,
Belize,1964,,,BLZ,900.0,8.5,41475194.0,0.0
Benin,1964,,,BEN,26000.0,11.02,41475194.0,22000.0
